City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
255,Arawa,PG,2022-01-06 21:14:46,light rain,-6.2132,155.5367,77.61,92,100,1.36
256,Wanaka,NZ,2022-01-06 21:09:55,clear sky,-44.7,169.15,58.1,55,5,1.99
257,Moron,AR,2022-01-06 21:14:47,clear sky,-34.6534,-58.6198,83.95,51,0,7.0
258,Nikolskoye,RU,2022-01-06 21:14:47,scattered clouds,59.7035,30.7861,19.29,96,37,5.21
259,Longyearbyen,SJ,2022-01-06 21:14:47,light snow,78.2186,15.6401,19.24,86,100,4.61
260,Diphu,IN,2022-01-06 21:14:48,clear sky,25.8333,93.4333,54.07,76,2,0.51
261,Nizhnevartovsk,RU,2022-01-06 21:14:48,clear sky,60.9344,76.5531,-17.99,76,0,4.47
262,Ous,RU,2022-01-06 21:14:48,overcast clouds,60.9058,61.5186,4.5,93,100,9.64
263,Konstantinovsk,RU,2022-01-06 21:14:49,overcast clouds,47.5828,41.0922,48.38,88,100,12.28
264,Fairhope,US,2022-01-06 21:14:49,scattered clouds,30.523,-87.9033,75.15,70,40,5.75
265,Romitan,UZ,2022-01-06 21:14:49,overcast clouds,39.9343,64.3814,35.55,93,100,2.3
266,Chulakivka,UA,2022-01-06 21:14:50,few clouds,46.3576,32.3514,41.94,90,21,9.28
267,Mehamn,NO,2022-01-06 21:14:50,few clouds,71.0357,27.8492,28.31,67,20,8.05
268,Ostrovnoy,RU,2022-01-06 21:14:50,light snow,68.0531,39.5131,20.3,94,100,13.85
269,Maple Creek,CA,2022-01-06 21:10:11,overcast clouds,49.9168,-109.4848,-1.86,80,100,10.36
270,Manjo,CM,2022-01-06 21:14:51,overcast clouds,4.8428,9.8217,74.93,72,99,1.72
271,Haysville,US,2022-01-06 21:10:11,clear sky,37.5645,-97.3523,14.4,64,0,10.0
272,Chiriguana,CO,2022-01-06 21:14:52,broken clouds,9.3624,-73.6031,94.59,32,66,3.83
273,Iquitos,PE,2022-01-06 21:11:46,scattered clouds,-3.7481,-73.2472,93.24,43,40,1.14
274,Hun,LY,2022-01-06 21:14:52,clear sky,29.1268,15.9477,57.78,32,0,5.23
275,Ust-Kut,RU,2022-01-06 21:14:52,light snow,56.7938,105.7672,16.11,98,100,2.82
276,Juneau,US,2022-01-06 21:14:53,clear sky,58.3019,-134.4197,12.2,52,0,0.0
277,Hede,CN,2022-01-06 21:14:53,overcast clouds,33.7681,120.2517,34.7,80,100,5.21
278,Bam,IR,2022-01-06 21:14:53,clear sky,29.106,58.357,43.57,43,0,11.97
279,Grindavik,IS,2022-01-06 21:14:54,broken clouds,63.8424,-22.4338,37.35,87,75,18.41
280,Bandarbeyla,SO,2022-01-06 21:14:54,scattered clouds,9.4942,50.8122,77.61,73,28,17.43
281,Kropotkin,RU,2022-01-06 21:12:54,overcast clouds,45.4375,40.5756,49.46,57,98,13.33
282,Vao,NC,2022-01-06 21:14:55,overcast clouds,-22.6667,167.4833,77.2,75,99,17.81
283,Kaihua,CN,2022-01-06 21:14:55,few clouds,23.3687,104.28,49.57,97,23,5.46
284,Banda Aceh,ID,2022-01-06 21:14:56,overcast clouds,5.5577,95.3222,77.74,85,100,8.7
285,Camacha,PT,2022-01-06 21:14:56,scattered clouds,33.0833,-16.3333,60.53,77,40,14.97
286,Rio Branco,BR,2022-01-06 21:14:56,broken clouds,-9.9747,-67.81,75.81,94,75,5.75
287,Mocuba,MZ,2022-01-06 21:14:57,overcast clouds,-16.8392,36.9856,72.75,96,100,2.37
288,Kambove,CD,2022-01-06 21:14:57,overcast clouds,-10.8764,26.5969,61.88,95,98,1.88
289,Half Moon Bay,US,2022-01-06 21:13:44,mist,37.4636,-122.4286,64.89,92,100,5.75
290,Opuwo,NA,2022-01-06 21:14:57,clear sky,-18.0607,13.84,68.76,31,10,9.15
291,Am Timan,TD,2022-01-06 21:14:58,broken clouds,11.0297,20.2827,78.4,22,61,4.23
292,Bilma,NE,2022-01-06 21:14:58,clear sky,18.6853,12.9164,66.72,22,7,5.44
293,Nakatsu,JP,2022-01-06 21:14:59,broken clouds,33.5981,131.1883,41.04,71,70,5.39
294,Lagoa,PT,2022-01-06 21:14:59,overcast clouds,39.05,-27.9833,56.62,64,100,15.79
295,San Patricio,US,2022-01-06 21:14:59,clear sky,28.017,-97.5169,83.08,28,0,15.93
296,Dobsice,CZ,2022-01-06 21:15:00,clear sky,48.8483,16.0822,31.39,61,0,6.4
297,Machali,CL,2022-01-06 21:15:00,clear sky,-34.1833,-70.6667,83.48,32,0,12.66
298,Pryyutivka,UA,2022-01-06 21:15:00,overcast clouds,48.7209,33.0708,37.38,83,100,6.58
299,Lavrentiya,RU,2022-01-06 21:15:01,scattered clouds,65.5833,-171.0,6.13,94,28,5.7
300,Belyy Yar,RU,2022-01-06 21:15:01,smoke,53.6039,91.3903,4.89,95,100,0.0
301,Pisco,PE,2022-01-06 21:15:02,clear sky,-13.7,-76.2167,77.05,69,0,24.16
302,Umm Kaddadah,SD,2022-01-06 21:15:02,few clouds,13.6017,26.6876,66.09,25,12,11.43
303,Waddan,LY,2022-01-06 21:15:02,clear sky,29.1614,16.139,56.66,35,0,3.31
304,Pascagoula,US,2022-01-06 21:12:47,few clouds,30.3658,-88.5561,75.42,75,20,6.91
305,Leeton,AU,2022-01-06 21:15:03,thunderstorm,-34.5667,146.4,69.85,78,81,13.8
306,Grand Gaube,MU,2022-01-06 21:15:03,light rain,-20.0064,57.6608,75.6,90,100,8.05
307,Buraydah,SA,2022-01-06 21:15:04,clear sky,26.326,43.975,48.65,54,0,5.03
308,Cabo San Lucas,MX,2022-01-06 21:13:28,clear sky,22.8909,-109.9124,82.62,61,0,5.99
309,Kalabagh,PK,2022-01-06 21:15:04,light rain,32.965,71.557,52.57,81,100,5.48
310,Thyolo,MW,2022-01-06 21:15:05,overcast clouds,-16.0678,35.1405,65.84,92,100,3.11
311,Waingapu,ID,2022-01-06 21:15:05,moderate rain,-9.6567,120.2641,78.67,80,100,5.12
312,Jiuquan,CN,2022-01-06 21:15:06,broken clouds,39.7432,98.5174,18.75,59,80,5.61
313,Darovskoy,RU,2022-01-06 21:15:06,overcast clouds,58.77,47.9564,8.37,100,100,3.02
314,Ozu,JP,2022-01-06 21:15:06,broken clouds,33.5,132.55,38.82,77,59,11.34
315,Shelburne,CA,2022-01-06 21:15:07,overcast clouds,44.0787,-80.2041,22.28,84,100,3.58
316,Kharagpur,IN,2022-01-06 21:15:07,clear sky,22.3333,87.3333,64.67,44,0,5.06
317,Muhos,FI,2022-01-06 21:15:07,light snow,64.808,25.9931,-0.11,96,97,7.34
318,Slave Lake,CA,2022-01-06 21:15:08,few clouds,55.2834,-114.769,-9.94,85,15,9.13
319,Talnakh,RU,2022-01-06 21:15:08,overcast clouds,69.4865,88.3972,-18.8,97,100,10.18
320,Bada,RU,2022-01-06 21:15:09,overcast clouds,51.392,109.8717,4.48,95,100,2.91
321,Remedios,CU,2022-01-06 21:15:09,clear sky,22.4947,-79.5458,85.12,61,0,9.82
322,Lasa,IT,2022-01-06 21:15:09,few clouds,46.6166,10.7002,28.31,62,21,1.39
323,Padang,ID,2022-01-06 21:15:10,heavy intensity rain,-0.9492,100.3543,77.05,87,93,3.65
324,Dingle,PH,2022-01-06 21:15:10,few clouds,10.9995,122.6711,71.37,93,14,7.09
325,Saldanha,ZA,2022-01-06 21:15:10,scattered clouds,-33.0117,17.9442,66.25,91,26,12.12
326,Husavik,IS,2022-01-06 21:15:11,broken clouds,66.0449,-17.3389,37.31,84,60,14.36
327,Milkovo,RU,2022-01-06 21:15:11,light snow,54.7167,158.6167,12.42,96,100,2.95
328,Tema,GH,2022-01-06 21:15:12,clear sky,5.667,-0.0166,84.61,79,0,6.91
329,Ambon,ID,2022-01-06 21:15:12,scattered clouds,-3.6954,128.1814,75.34,100,40,8.05
330,Shimoda,JP,2022-01-06 21:15:12,clear sky,34.6667,138.95,33.1,77,6,4.56
331,Kemijarvi,FI,2022-01-06 21:15:13,light snow,66.7131,27.4306,14.07,90,100,12.91
332,Bundaberg,AU,2022-01-06 21:15:13,overcast clouds,-24.85,152.35,77.22,95,100,1.01
333,Port Pirie,AU,2022-01-06 21:15:14,overcast clouds,-33.1833,138.0167,60.89,72,99,13.38
334,Batagay,RU,2022-01-06 21:15:14,overcast clouds,67.6333,134.6333,-43.78,98,95,0.78
335,Holly Springs,US,2022-01-06 21:14:01,few clouds,35.6513,-78.8336,59.41,40,11,4.0
336,Bengkulu,ID,2022-01-06 21:15:14,broken clouds,-3.8004,102.2655,75.24,88,76,4.32
337,Berdigestyakh,RU,2022-01-06 21:15:15,broken clouds,62.0989,126.6992,-43.74,100,55,2.73
338,Okato,NZ,2022-01-06 21:15:15,clear sky,-39.2,173.8833,62.42,53,0,9.1
339,Roma,US,2022-01-06 21:14:02,overcast clouds,43.2128,-75.4557,30.06,66,100,5.75
340,Kawalu,ID,2022-01-06 21:15:15,broken clouds,-7.3817,108.2082,71.83,95,79,1.54
341,Tank,PK,2022-01-06 21:15:16,light rain,32.2217,70.3793,55.31,68,100,3.74
342,Acari,PE,2022-01-06 21:15:16,overcast clouds,-15.4311,-74.6158,78.71,67,100,9.17
343,Nacala,MZ,2022-01-06 21:15:17,overcast clouds,-14.5428,40.6728,76.5,91,100,1.48
344,Tungor,RU,2022-01-06 21:15:17,overcast clouds,53.3808,142.9564,-6.18,86,100,17.76
345,Pringsewu,ID,2022-01-06 21:15:17,overcast clouds,-5.3582,104.9744,73.92,96,100,2.82
346,Plast,RU,2022-01-06 21:15:18,overcast clouds,54.3691,60.8136,12.87,95,100,12.39
347,Fortuna,US,2022-01-06 21:15:18,overcast clouds,40.5982,-124.1573,62.92,88,100,1.01
348,Barabinsk,RU,2022-01-06 21:15:18,overcast clouds,55.3571,78.357,9.64,94,97,7.7
349,Salalah,OM,2022-01-06 21:15:19,clear sky,17.0151,54.0924,71.69,18,0,17.27
350,Chiredzi,ZW,2022-01-06 21:15:19,overcast clouds,-21.05,31.6667,79.72,57,97,7.02
351,San Ramon,US,2022-01-06 21:14:40,mist,37.7799,-121.978,61.09,91,100,0.0
352,Camopi,GF,2022-01-06 21:15:20,overcast clouds,3.1655,-52.3158,75.4,98,91,2.62
353,Quarai,BR,2022-01-06 21:11:14,clear sky,-30.3875,-56.4514,91.76,16,0,15.3
354,Matamoros,MX,2022-01-06 21:15:20,clear sky,25.5333,-103.25,75.31,12,0,0.0
355,Ribera,IT,2022-01-06 21:15:21,overcast clouds,37.4984,13.2642,52.39,81,100,4.9
356,San Jeronimo,PE,2022-01-06 21:15:21,broken clouds,-11.9472,-75.2829,63.1,49,73,6.93
357,Cabedelo,BR,2022-01-06 21:15:22,few clouds,-6.9811,-34.8339,81.27,73,21,10.51
358,Orocue,CO,2022-01-06 21:15:22,broken clouds,4.7912,-71.3354,94.26,24,65,7.65
359,Rabaul,PG,2022-01-06 21:15:22,light rain,-4.1967,152.1721,79.84,78,100,6.73
360,Deputatskiy,RU,2022-01-06 21:15:23,broken clouds,69.3,139.9,-25.94,92,79,0.98
361,Noshiro,JP,2022-01-06 21:15:23,snow,40.2039,140.0242,31.62,80,100,23.15
362,Tongchuan,CN,2022-01-06 21:15:23,overcast clouds,35.0806,109.0897,30.74,85,86,2.3
363,Vondrozo,MG,2022-01-06 21:15:24,overcast clouds,-22.8167,47.2833,67.37,96,100,1.3
364,Kampong Cham,KH,2022-01-06 21:15:24,clear sky,11.9934,105.4635,72.41,81,9,3.91
365,Sili,CN,2022-01-06 21:15:25,broken clouds,28.4,117.1667,44.92,80,81,3.36
366,Adrar,MR,2022-01-06 21:15:25,broken clouds,20.5022,-10.0711,62.62,19,62,9.82
367,Savannakhet,LA,2022-01-06 21:15:25,broken clouds,16.566,104.751,63.57,94,83,4.94
368,General Roca,AR,2022-01-06 21:15:26,few clouds,-39.0333,-67.5833,88.2,20,16,13.89
369,Vigrestad,NO,2022-01-06 21:15:26,light snow,58.5667,5.7,39.0,77,100,20.31
370,Cayenne,GF,2022-01-06 21:15:27,broken clouds,4.9333,-52.3333,75.24,91,75,7.0
371,Halifax,CA,2022-01-06 21:11:10,clear sky,44.6453,-63.5724,40.48,79,9,5.01
372,Montana,BG,2022-01-06 21:15:27,overcast clouds,43.4125,23.225,43.21,75,100,8.37
373,Chingirlau,KZ,2022-01-06 21:15:27,overcast clouds,51.095,54.0814,33.91,99,100,21.36
374,Julio De Castilhos,BR,2022-01-06 21:15:28,clear sky,-29.2269,-53.6817,78.57,36,0,17.05
375,Nishihara,JP,2022-01-06 21:15:28,broken clouds,26.1842,127.7558,63.68,71,75,5.75
376,Aldan,RU,2022-01-06 21:15:29,broken clouds,58.6031,125.3894,-30.57,100,61,4.07
377,Cuicatlan,MX,2022-01-06 21:15:29,clear sky,17.8,-96.9667,90.82,30,0,4.81
378,Dwarka,IN,2022-01-06 21:15:29,clear sky,22.2394,68.9678,69.75,72,0,2.64
379,Kaspiyskiy,RU,2022-01-06 21:15:30,overcast clouds,45.3929,47.3707,41.56,85,100,11.18
380,Pitkyaranta,RU,2022-01-06 21:15:30,overcast clouds,61.5734,31.4792,6.85,97,89,6.15
381,Kutahya,TR,2022-01-06 21:15:31,overcast clouds,39.4242,29.9833,35.49,85,100,3.22
382,Shubarkuduk,KZ,2022-01-06 21:15:31,light snow,49.1447,56.4872,30.07,96,100,20.4
383,Te Anau,NZ,2022-01-06 21:16:48,scattered clouds,-45.4167,167.7167,52.75,64,27,1.5
384,Mitu,CO,2022-01-06 21:16:48,overcast clouds,1.1983,-70.1733,84.74,56,98,1.34
385,Gubkinskiy,RU,2022-01-06 21:16:48,broken clouds,64.434,76.5026,-25.17,89,58,10.09
386,Yulara,AU,2022-01-06 21:16:49,clear sky,-25.2406,130.9889,67.84,30,0,8.05
387,Merrill,US,2022-01-06 21:12:42,overcast clouds,45.1805,-89.6835,13.68,76,100,9.22
388,Ponta Delgada,PT,2022-01-06 21:16:49,few clouds,37.7333,-25.6667,57.92,67,20,16.11
389,Surt,LY,2022-01-06 21:16:50,clear sky,31.2089,16.5887,62.29,44,0,6.06
390,Nyimba,ZM,2022-01-06 21:16:50,overcast clouds,-14.5566,30.8149,70.25,88,90,3.71
391,Gorom-Gorom,BF,2022-01-06 21:16:50,scattered clouds,14.4439,-0.2361,71.74,16,29,7.29
392,Ocos,GT,2022-01-06 21:16:51,clear sky,14.5094,-92.1933,91.9,61,0,10.36
393,Pacific Grove,US,2022-01-06 21:16:51,mist,36.6177,-121.9166,67.57,80,40,8.99
394,La Ronge,CA,2022-01-06 21:16:51,broken clouds,55.1001,-105.2842,-11.99,87,67,5.79
395,Usab,PH,2022-01-06 21:16:52,scattered clouds,12.3308,123.5806,73.74,91,36,6.04
396,Osoyoos,CA,2022-01-06 21:15:12,overcast clouds,49.0331,-119.4524,32.99,92,100,3.96
397,Monkey Bay,MW,2022-01-06 21:16:52,overcast clouds,-14.0728,34.9201,76.19,76,100,8.59
398,Revelstoke,CA,2022-01-06 21:16:52,light snow,50.9832,-118.2023,23.22,94,100,3.96
399,Pleasant Point,NZ,2022-01-06 21:16:53,few clouds,-44.2667,171.1333,57.81,58,13,4.32
400,Nome,US,2022-01-06 21:16:53,clear sky,64.5011,-165.4064,-2.13,84,0,0.0
401,Vuktyl,RU,2022-01-06 21:16:53,overcast clouds,63.8567,57.3094,8.87,74,100,8.21
402,Nelson,NZ,2022-01-06 21:12:01,overcast clouds,-41.2833,173.2833,60.8,60,86,1.34
403,Rosario Do Sul,BR,2022-01-06 21:16:54,clear sky,-30.2583,-54.9142,89.64,22,0,15.9
404,Amapa,BR,2022-01-06 21:16:54,overcast clouds,1.0,-52.0,75.6,98,100,2.28
405,Armizonskoye,RU,2022-01-06 21:16:54,overcast clouds,55.9461,67.6736,18.77,96,100,10.56
406,Arica,CL,2022-01-06 21:16:55,clear sky,-18.475,-70.3042,78.35,73,0,12.66
407,Ola,RU,2022-01-06 21:16:55,clear sky,59.5833,151.2833,3.34,80,1,10.29
408,Primorsk,UA,2022-01-06 21:16:56,overcast clouds,46.7348,36.3443,44.4,97,92,12.39
409,Cururupu,BR,2022-01-06 21:16:56,overcast clouds,-1.8283,-44.8683,78.01,85,98,4.65
410,Saint-Francois,FR,2022-01-06 21:16:56,clear sky,46.4154,3.9054,32.68,83,0,3.44
411,Akyab,MM,2022-01-06 21:16:57,clear sky,20.15,92.9,64.4,62,8,6.91
412,Nhulunbuy,AU,2022-01-06 21:16:57,overcast clouds,-12.2333,136.7667,77.61,88,100,3.44
413,Khartoum,SD,2022-01-06 21:15:49,scattered clouds,15.5518,32.5324,72.61,22,29,9.66
414,Ozinki,RU,2022-01-06 21:16:58,overcast clouds,51.1786,49.6769,35.15,100,100,16.17
415,Oyotun,PE,2022-01-06 21:16:58,light rain,-6.8519,-79.3036,74.79,49,28,10.13
416,Caravelas,BR,2022-01-06 21:12:21,overcast clouds,-17.7125,-39.2481,78.1,78,100,10.8
417,Bathsheba,BB,2022-01-06 21:16:59,scattered clouds,13.2167,-59.5167,81.21,65,40,14.97
418,Bharatpur,IN,2022-01-06 21:16:59,broken clouds,27.2167,77.4833,55.87,99,51,6.51
419,Divnogorsk,RU,2022-01-06 21:16:59,overcast clouds,55.9594,92.3619,3.74,99,96,3.8
420,Sisimiut,GL,2022-01-06 21:17:00,overcast clouds,66.9395,-53.6735,17.37,82,100,5.03
421,Yuancheng,CN,2022-01-06 21:17:00,overcast clouds,36.652,107.7896,28.69,83,100,4.23
422,Champasak,LA,2022-01-06 21:17:01,clear sky,14.75,106.0,66.63,83,9,1.14
423,Dawei,MM,2022-01-06 21:17:01,clear sky,14.0833,98.2,70.59,70,8,3.51
424,Kainantu,PG,2022-01-06 21:17:01,overcast clouds,-6.2887,145.8655,60.67,98,100,1.72
425,Gat,IL,2022-01-06 21:17:01,overcast clouds,31.61,34.7642,60.4,65,87,2.95
426,Waipawa,NZ,2022-01-06 21:17:02,overcast clouds,-41.4122,175.5153,54.45,66,100,13.69
427,Ilulissat,GL,2022-01-06 21:17:02,light snow,69.2167,-51.1,24.82,80,75,14.97
428,Tiznit,MA,2022-01-06 21:17:02,clear sky,29.5833,-9.5,58.01,54,0,4.21
429,Yarmouth,US,2022-01-06 21:17:03,clear sky,41.7057,-70.2286,39.99,67,0,4.0
430,Solnechnyy,RU,2022-01-06 21:17:03,scattered clouds,50.7214,136.6319,-18.47,97,30,3.0
431,San Rafael,AR,2022-01-06 21:15:45,clear sky,-34.6177,-68.3301,92.82,19,1,19.84
432,Faya,SA,2022-01-06 21:17:03,broken clouds,18.3851,42.4509,53.71,84,51,3.56
433,Maymyo,MM,2022-01-06 21:17:04,clear sky,22.0333,96.4667,51.96,58,5,3.04
434,Ak-Dovurak,RU,2022-01-06 21:17:04,overcast clouds,51.1833,90.6,-4.61,96,100,0.94
435,Xining,CN,2022-01-06 21:17:05,overcast clouds,36.6167,101.7667,25.9,40,100,1.83
436,Tamworth,GB,2022-01-06 21:13:44,light rain,52.634,-1.6959,44.47,87,61,4.0
437,Jining,CN,2022-01-06 21:17:05,overcast clouds,35.405,116.5814,39.96,61,100,2.21
438,Vardo,NO,2022-01-06 21:17:06,broken clouds,70.3705,31.1107,28.38,59,75,24.16
439,Itaituba,BR,2022-01-06 21:17:06,few clouds,-4.2761,-55.9836,80.76,89,20,0.0
440,Tres Arroyos,AR,2022-01-06 21:17:06,clear sky,-38.3739,-60.2798,93.79,12,7,9.44
441,Skovorodino,RU,2022-01-06 21:17:06,overcast clouds,53.9833,123.9167,-3.5,97,100,1.5
442,Kavaratti,IN,2022-01-06 21:17:07,few clouds,10.5669,72.642,79.77,68,18,6.67
443,Vestmannaeyjar,IS,2022-01-06 21:17:07,overcast clouds,63.4427,-20.2734,41.11,58,100,25.5
444,Ondarroa,ES,2022-01-06 21:17:08,broken clouds,43.3167,-2.4167,45.1,67,80,4.74
445,Dunedin,NZ,2022-01-06 21:17:08,broken clouds,-45.8742,170.5036,56.53,62,64,13.49
446,Chikwawa,MW,2022-01-06 21:17:08,overcast clouds,-16.0335,34.8009,74.86,90,100,2.84
447,Antsohihy,MG,2022-01-06 21:17:09,overcast clouds,-14.8796,47.9875,75.83,91,100,0.81
448,Neryungri,RU,2022-01-06 21:17:09,light snow,56.6709,124.6491,0.43,99,100,2.44
449,Zaragoza,ES,2022-01-06 21:17:09,clear sky,41.6561,-0.8773,41.81,62,0,7.0
450,Sambava,MG,2022-01-06 21:17:10,overcast clouds,-14.2667,50.1667,74.48,94,100,4.14
451,Hamilton,US,2022-01-06 21:15:12,mist,39.1834,-84.5333,21.36,84,100,1.01
452,Watertown,US,2022-01-06 21:15:12,clear sky,42.3709,-71.1828,37.15,57,0,3.0
453,Nayoro,JP,2022-01-06 21:17:10,broken clouds,44.3506,142.4578,6.64,98,59,3.31
454,Kuantan,MY,2022-01-06 21:17:11,few clouds,3.8077,103.326,73.51,94,20,3.44
455,Bijie,CN,2022-01-06 21:17:11,overcast clouds,27.3125,105.2942,37.08,98,100,4.5
456,Cockburn Town,TC,2022-01-06 21:17:11,clear sky,21.4612,-71.1419,79.09,71,4,13.8
457,Mizdah,LY,2022-01-06 21:17:12,broken clouds,31.4451,12.9801,49.69,49,61,8.37
458,Amahai,ID,2022-01-06 21:17:12,overcast clouds,-3.3333,128.9167,77.85,83,98,3.67
459,Alyangula,AU,2022-01-06 21:17:13,overcast clouds,-13.8483,136.4192,83.05,67,100,8.59
460,Fairbanks,US,2022-01-06 21:17:13,overcast clouds,64.8378,-147.7164,-6.9,71,100,0.0
461,Ibimirim,BR,2022-01-06 21:17:13,overcast clouds,-8.5406,-37.6903,83.53,51,100,4.05
462,Biggar,GB,2022-01-06 21:17:14,overcast clouds,55.6167,-3.5167,38.89,95,100,14.56
463,Naze,JP,2022-01-06 21:17:14,scattered clouds,28.3667,129.4833,56.98,65,34,13.35
464,Morant Bay,JM,2022-01-06 21:17:14,clear sky,17.8815,-76.4093,85.62,67,4,11.54
465,Zastron,ZA,2022-01-06 21:17:15,overcast clouds,-30.3023,27.084,65.01,65,99,4.54
466,Camargo,MX,2022-01-06 21:17:15,clear sky,27.6667,-105.1667,72.39,10,0,3.87
467,Kokopo,PG,2022-01-06 21:17:15,light rain,-4.352,152.2633,77.63,83,100,5.59
468,Negara,ID,2022-01-06 21:17:16,overcast clouds,-8.3151,114.6025,75.49,86,87,1.83
469,Makakilo City,US,2022-01-06 21:17:16,broken clouds,21.3469,-158.0858,79.12,69,75,5.75
470,Asau,RO,2022-01-06 21:17:16,broken clouds,46.4333,26.4,36.75,96,84,5.1
471,Gazli,UZ,2022-01-06 21:17:17,clear sky,40.1333,63.45,35.51,74,1,4.88
472,Aykhal,RU,2022-01-06 21:17:17,overcast clouds,66.0,111.5,-4.67,98,100,5.57
473,Portland,US,2022-01-06 21:15:06,mist,45.5234,-122.6762,56.08,91,100,4.0
474,Kidal,ML,2022-01-06 21:17:17,scattered clouds,18.4411,1.4078,67.32,18,27,5.97
475,San Policarpo,PH,2022-01-06 21:17:18,overcast clouds,12.1791,125.5072,78.01,85,94,12.01
476,Brunico,IT,2022-01-06 21:17:18,few clouds,46.7958,11.9364,28.98,86,21,3.13
477,Bachaquero,VE,2022-01-06 21:17:19,few clouds,9.9694,-71.1494,84.22,59,12,8.72
478,Prince Rupert,CA,2022-01-06 21:14:49,overcast clouds,54.3161,-130.3201,17.47,72,100,6.42
479,Taltal,CL,2022-01-06 21:17:19,few clouds,-25.4,-70.4833,71.37,67,23,8.72
480,Rurrenabaque,BO,2022-01-06 21:17:19,overcast clouds,-14.4413,-67.5278,83.89,81,100,1.32
481,Oistins,BB,2022-01-06 21:17:20,scattered clouds,13.0667,-59.5333,80.69,65,40,14.97
482,Bereda,ES,2022-01-06 21:17:20,overcast clouds,43.2686,-7.5406,51.42,100,100,1.9
483,Huarmey,PE,2022-01-06 21:17:20,few clouds,-10.0681,-78.1522,74.28,76,20,10.22
484,Trzebiatow,PL,2022-01-06 21:17:21,clear sky,54.0615,15.2648,29.86,76,7,10.45
485,Luanda,AO,2022-01-06 21:17:21,scattered clouds,-8.8368,13.2343,78.8,83,40,9.22
486,Santa Fe,AR,2022-01-06 21:17:22,light rain,-31.6333,-60.7,92.01,25,1,4.0
487,Zamosc,PL,2022-01-06 21:17:22,broken clouds,50.7231,23.252,30.04,80,71,16.22
488,Syracuse,IT,2022-01-06 21:17:22,overcast clouds,37.0881,15.2792,54.61,79,100,10.27
489,Lethbridge,CA,2022-01-06 21:12:49,overcast clouds,49.7,-112.8186,-1.91,75,100,2.55
490,Kununurra,AU,2022-01-06 21:17:23,scattered clouds,-15.7667,128.7333,78.78,78,40,11.5
491,Vokhtoga,RU,2022-01-06 21:17:23,light snow,58.8147,41.0461,23.85,95,97,8.46
492,Tortoli,IT,2022-01-06 21:17:24,clear sky,39.9256,9.6572,44.42,70,0,2.3
493,Magistralnyy,RU,2022-01-06 21:17:24,light snow,56.1725,107.4458,16.21,97,100,1.03
494,Farafangana,MG,2022-01-06 21:17:24,light rain,-22.8167,47.8333,74.25,89,100,5.12
495,Garissa,KE,2022-01-06 21:17:25,overcast clouds,-0.4536,39.6401,82.53,64,87,7.38
496,Ambilobe,MG,2022-01-06 21:17:25,overcast clouds,-13.2,49.05,76.3,91,100,1.61
497,Havelock,US,2022-01-06 21:17:25,overcast clouds,34.8791,-76.9013,55.98,66,100,1.99
498,Thurso,GB,2022-01-06 21:17:26,overcast clouds,58.5927,-3.5259,40.95,97,98,13.11
499,Bowen,AU,2022-01-06 21:17:26,broken clouds,-20.0167,148.2333,83.84,81,62,5.32
500,Amatan,MX,2022-01-06 21:17:27,clear sky,17.35,-92.75,80.64,65,9,4.45
501,Santa Vitoria Do Palmar,BR,2022-01-06 21:17:27,clear sky,-33.5189,-53.3681,71.96,53,1,12.06
502,Aitape,PG,2022-01-06 21:17:27,heavy intensity rain,-3.1374,142.3475,77.41,88,100,4.85
503,Sao Miguel Do Araguaia,BR,2022-01-06 21:13:08,overcast clouds,-13.275,-50.1628,77.7,90,92,6.53
504,Olafsvik,IS,2022-01-06 21:17:28,overcast clouds,64.8945,-23.7142,39.36,71,100,28.54
505,Nefteyugansk,RU,2022-01-06 21:17:28,broken clouds,61.0998,72.6035,-19.86,96,61,10.4
506,Cozumel,MX,2022-01-06 21:17:29,clear sky,20.5083,-86.9458,82.47,61,0,8.01
507,Acapulco,MX,2022-01-06 21:14:36,clear sky,16.8634,-99.8901,85.82,70,0,4.61
508,Saint-Joseph,RE,2022-01-06 21:17:29,overcast clouds,-21.3667,55.6167,73.78,76,100,4.16
509,Vysha,RU,2022-01-06 21:17:29,overcast clouds,53.8477,42.3777,32.25,94,100,9.08
510,Samarai,PG,2022-01-06 21:17:30,overcast clouds,-10.6167,150.6667,80.06,81,98,4.07
511,Narsaq,GL,2022-01-06 21:17:30,broken clouds,60.9167,-46.05,12.87,71,59,13.62
512,Tual,ID,2022-01-06 21:17:30,overcast clouds,-5.6667,132.75,83.05,78,95,16.06
513,Hantsport,CA,2022-01-06 21:17:31,scattered clouds,45.0668,-64.1654,39.69,83,45,7.05
514,Yuzhou,CN,2022-01-06 21:17:31,overcast clouds,34.1628,113.4639,34.07,90,100,0.6
515,Flores,GT,2022-01-06 21:17:31,clear sky,16.9226,-89.8994,86.14,52,4,3.56
516,Mogadishu,SO,2022-01-06 21:16:18,overcast clouds,2.0371,45.3438,78.46,86,89,18.79
517,Diamantina,BR,2022-01-06 21:17:32,overcast clouds,-18.2494,-43.6003,67.84,88,100,3.29
518,Mandalgovi,MN,2022-01-06 21:17:32,clear sky,45.7625,106.2708,13.8,40,6,8.12
