City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
387,Merrill,US,13.68,overcast clouds,45.1805,-89.6835,Prairie Motel
388,Ponta Delgada,PT,57.92,few clouds,37.7333,-25.6667,Vila Nova Hotel
389,Surt,LY,62.29,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
390,Nyimba,ZM,70.25,overcast clouds,-14.5566,30.8149,Dali Dali Lodge
392,Ocos,GT,91.9,clear sky,14.5094,-92.1933,Auto Hotel El Soñador
393,Pacific Grove,US,67.57,mist,36.6177,-121.9166,Lovers Point Inn
395,Usab,PH,73.74,scattered clouds,12.3308,123.5806,Chona and Christophe Guesthouse - Barangay Pawa-Masbate
396,Osoyoos,CA,32.99,overcast clouds,49.0331,-119.4524,Watermark Beach Resort
397,Monkey Bay,MW,76.19,overcast clouds,-14.0728,34.9201,Monkey Bay Beach Lodge
398,Revelstoke,CA,23.22,light snow,50.9832,-118.2023,Best Western Plus Revelstoke
399,Pleasant Point,NZ,57.81,few clouds,-44.2667,171.1333,Pleasant Point Hotel
401,Vuktyl,RU,8.87,overcast clouds,63.8567,57.3094,Mini-Hotel Lokomotiv
402,Nelson,NZ,60.8,overcast clouds,-41.2833,173.2833,Rutherford Hotel Nelson
403,Rosario Do Sul,BR,89.64,clear sky,-30.2583,-54.9142,Hotel Areias Brancas
406,Arica,CL,78.35,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
408,Primorsk,UA,44.4,overcast clouds,46.7348,36.3443,Relax
409,Cururupu,BR,78.01,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
410,Saint-Francois,FR,32.68,clear sky,46.4154,3.9054,Manoir Du Bonheur
411,Akyab,MM,64.4,clear sky,20.15,92.9,Hotel Memory
412,Nhulunbuy,AU,77.61,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
413,Khartoum,SD,72.61,scattered clouds,15.5518,32.5324,Hotel China
414,Ozinki,RU,35.15,overcast clouds,51.1786,49.6769,Korolevskiy Dvor
415,Oyotun,PE,74.79,light rain,-6.8519,-79.3036,Hotel Campos
416,Caravelas,BR,78.1,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
417,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
418,Bharatpur,IN,55.87,broken clouds,27.2167,77.4833,OYO 22446 Sonar Haveli
419,Divnogorsk,RU,3.74,overcast clouds,55.9594,92.3619,SKRIBER-SK
420,Sisimiut,GL,17.37,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
422,Champasak,LA,66.63,clear sky,14.75,106.0,Kiat Ngong Wetland BUNGALOW
423,Dawei,MM,70.59,clear sky,14.0833,98.2,Hotel Dawei
424,Kainantu,PG,60.67,overcast clouds,-6.2887,145.8655,Sylvester buku
425,Gat,IL,60.4,overcast clouds,31.61,34.7642,OlusHome
426,Waipawa,NZ,54.45,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
427,Ilulissat,GL,24.82,light snow,69.2167,-51.1,Hotel Arctic
429,Yarmouth,US,39.99,clear sky,41.7057,-70.2286,Blue Rock Resort
431,San Rafael,AR,92.82,clear sky,-34.6177,-68.3301,Hotel San Rafael
432,Faya,SA,53.71,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
433,Maymyo,MM,51.96,clear sky,22.0333,96.4667,Tiger Hotel
435,Xining,CN,25.9,overcast clouds,36.6167,101.7667,Super Leisure Hotel
436,Tamworth,GB,44.47,light rain,52.634,-1.6959,Premier Inn Tamworth Central hotel
437,Jining,CN,39.96,overcast clouds,35.405,116.5814,Yunhe Star Hotel
438,Vardo,NO,28.38,broken clouds,70.3705,31.1107,Vardø Hotel AS
439,Itaituba,BR,80.76,few clouds,-4.2761,-55.9836,Hotel Campos
440,Tres Arroyos,AR,93.79,clear sky,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
442,Kavaratti,IN,79.77,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
443,Vestmannaeyjar,IS,41.11,overcast clouds,63.4427,-20.2734,Glamping & Camping
444,Ondarroa,ES,45.1,broken clouds,43.3167,-2.4167,Hotel Arbe
445,Dunedin,NZ,56.53,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
446,Chikwawa,MW,74.86,overcast clouds,-16.0335,34.8009,Thawale Lodge
447,Antsohihy,MG,75.83,overcast clouds,-14.8796,47.9875,Hotel de Ville
448,Neryungri,RU,0.43,light snow,56.6709,124.6491,Pyat' Zvozd
449,Zaragoza,ES,41.81,clear sky,41.6561,-0.8773,INNSiDE Zaragoza
450,Sambava,MG,74.48,overcast clouds,-14.2667,50.1667,Melrose
451,Hamilton,US,21.36,mist,39.1834,-84.5333,Six Acres Bed & Breakfast
452,Watertown,US,37.15,clear sky,42.3709,-71.1828,Apt downtown Waltham
453,Nayoro,JP,6.64,broken clouds,44.3506,142.4578,名寄 大雪荘
454,Kuantan,MY,73.51,few clouds,3.8077,103.326,Hotel Sentral Kuantan
455,Bijie,CN,37.08,overcast clouds,27.3125,105.2942,Four Points by Sheraton Bijie
456,Cockburn Town,TC,79.09,clear sky,21.4612,-71.1419,Osprey Beach Hotel
457,Mizdah,LY,49.69,broken clouds,31.4451,12.9801,محمدالمبروك الاريقط
458,Amahai,ID,77.85,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
459,Alyangula,AU,83.05,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
461,Ibimirim,BR,83.53,overcast clouds,-8.5406,-37.6903,Hotel Paulistão
462,Biggar,GB,38.89,overcast clouds,55.6167,-3.5167,The Mill Bed and Breakfast
463,Naze,JP,56.98,scattered clouds,28.3667,129.4833,Shishime Hotel
464,Morant Bay,JM,85.62,clear sky,17.8815,-76.4093,Whispering Bamboo Cove Resort
465,Zastron,ZA,65.01,overcast clouds,-30.3023,27.084,Highlands Guest House
466,Camargo,MX,72.39,clear sky,27.6667,-105.1667,Hotel Santa Fe
467,Kokopo,PG,77.63,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
468,Negara,ID,75.49,overcast clouds,-8.3151,114.6025,Villa Maya West Bali
469,Makakilo City,US,79.12,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
470,Asau,RO,36.75,broken clouds,46.4333,26.4,Casa Mika Ciobanus
473,Portland,US,56.08,mist,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
475,San Policarpo,PH,78.01,overcast clouds,12.1791,125.5072,Agapita M. Nicart
476,Brunico,IT,28.98,few clouds,46.7958,11.9364,Hotel Post
477,Bachaquero,VE,84.22,few clouds,9.9694,-71.1494,casa de los dinosaurios
478,Prince Rupert,CA,17.47,overcast clouds,54.3161,-130.3201,Crest Hotel
479,Taltal,CL,71.37,few clouds,-25.4,-70.4833,Residencial Karime
480,Rurrenabaque,BO,83.89,overcast clouds,-14.4413,-67.5278,Casa de Campo
481,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
482,Bereda,ES,51.42,overcast clouds,43.2686,-7.5406,Pazo de Verdes
483,Huarmey,PE,74.28,few clouds,-10.0681,-78.1522,Hotel Miramar
484,Trzebiatow,PL,29.86,clear sky,54.0615,15.2648,MNE Apartament
485,Luanda,AO,78.8,scattered clouds,-8.8368,13.2343,Hotel Fórum
486,Santa Fe,AR,92.01,light rain,-31.6333,-60.7,Conquistador Hotel
487,Zamosc,PL,30.04,broken clouds,50.7231,23.252,Hotel Renesans w Zamościu
488,Syracuse,IT,54.61,overcast clouds,37.0881,15.2792,Hotel Posta
490,Kununurra,AU,78.78,scattered clouds,-15.7667,128.7333,Hotel Kununurra
492,Tortoli,IT,44.42,clear sky,39.9256,9.6572,Hotel La Bitta
493,Magistralnyy,RU,16.21,light snow,56.1725,107.4458,Магистраль
494,Farafangana,MG,74.25,light rain,-22.8167,47.8333,Miarina
495,Garissa,KE,82.53,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
496,Ambilobe,MG,76.3,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
497,Havelock,US,55.98,overcast clouds,34.8791,-76.9013,Sherwood Motel
498,Thurso,GB,40.95,overcast clouds,58.5927,-3.5259,Weigh Inn Hotel
499,Bowen,AU,83.84,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
500,Amatan,MX,80.64,clear sky,17.35,-92.75,Las gardenias
501,Santa Vitoria Do Palmar,BR,71.96,clear sky,-33.5189,-53.3681,Hostel Comodoro
503,Sao Miguel Do Araguaia,BR,77.7,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
504,Olafsvik,IS,39.36,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
506,Cozumel,MX,82.47,clear sky,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
507,Acapulco,MX,85.82,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
508,Saint-Joseph,RE,73.78,overcast clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
510,Samarai,PG,80.06,overcast clouds,-10.6167,150.6667,Nuli Sapi
511,Narsaq,GL,12.87,broken clouds,60.9167,-46.05,Sleep In Narsaq
512,Tual,ID,83.05,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
513,Hantsport,CA,39.69,scattered clouds,45.0668,-64.1654,The Flying Apron Inn & Cookery
514,Yuzhou,CN,34.07,overcast clouds,34.1628,113.4639,Hancheng Wen Yuan Ge Hotel
515,Flores,GT,86.14,clear sky,16.9226,-89.8994,Quinta Maya Hotel
516,Mogadishu,SO,78.46,overcast clouds,2.0371,45.3438,Hotel Juba
517,Diamantina,BR,67.84,overcast clouds,-18.2494,-43.6003,POUSADA OURO DE MINAS
518,Mandalgovi,MN,13.8,clear sky,45.7625,106.2708,В.Ганбат
519,Banjar,ID,78.66,overcast clouds,-8.19,114.9675,The Hamsa Resort
520,Lata,PT,50.81,broken clouds,40.1629,-8.3327,Casa Maquia
523,Pedernales,DO,82.08,few clouds,18.0384,-71.744,Hotel Costa Marina
524,Aksehir,TR,44.11,scattered clouds,38.3575,31.4164,GRAND HOTEL AKŞEHİR
526,Newport,GB,45.14,light rain,51.5877,-2.9984,ibis budget Newport
527,Port Hawkesbury,CA,36.88,broken clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
528,Nisia Floresta,BR,83.21,scattered clouds,-6.0911,-35.2086,Rancho Crepusculo
529,Haimen,CN,58.89,overcast clouds,23.1935,116.6142,Jinghao Business Hotel
531,Bud,US,19.45,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
532,Shiyan,CN,36.19,overcast clouds,32.6475,110.7781,Fenghuang Garden Holiday Hotel
533,Uhlove,UA,49.57,broken clouds,44.8215,33.6045,Tavryda
534,Neftegorsk,RU,35.35,light rain,52.802,51.166,Relaks
535,Altay,CN,18.63,broken clouds,47.8667,88.1167,Jinqiao Hotel
536,Mudgee,AU,68.79,overcast clouds,-32.5943,149.5871,Parklands Resort & Conference Centre
537,Mandera,KE,86.0,overcast clouds,3.9366,41.867,Mwalimu Guest mandera
538,Gashua,NG,72.19,broken clouds,12.871,11.0482,Forte Oil - Old Lorry Park
539,Alice Springs,AU,63.95,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
540,Vila Velha,BR,80.94,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
541,Ketchikan,US,28.38,clear sky,55.3422,-131.6461,Snow's Cove Lodge
542,San Carlos,VE,92.08,few clouds,9.6612,-68.5827,Hotel Paternopoli
544,Coquimbo,CL,65.93,clear sky,-29.9533,-71.3436,Hostel Del Puerto
545,Vega De Alatorre,MX,77.18,scattered clouds,20.0333,-96.6333,El Polo Norte
546,Arrecife,ES,66.18,scattered clouds,28.963,-13.5477,Hotel Lancelot
547,Ures,MX,74.12,clear sky,29.4333,-110.4,Hotel HACIENDA San Francisco
548,Taiyuan,CN,28.26,haze,37.8694,112.5603,Jinjiang Inn
550,Loningen,DE,37.42,overcast clouds,52.7333,7.7667,Hof am Kolk
551,Leh,IN,2.88,few clouds,34.1667,77.5833,Hotel Ladakh Greens
552,Chuy,UY,71.64,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
553,Mombetsu,JP,14.72,overcast clouds,44.3525,143.3525,Okhotsk Palace Hotel
554,Nelson Bay,AU,75.96,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
555,Parchim,DE,32.72,scattered clouds,53.4263,11.8488,Hotel Stadtkrug
557,Puerto Del Rosario,ES,65.88,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
559,Akureyri,IS,23.13,few clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
560,San Luis,AR,90.81,few clouds,-33.295,-66.3356,Huarpes Hotel
562,Onda,ES,45.86,broken clouds,39.9667,-0.25,Motel Shhh
563,Inirida,CO,86.85,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
565,Mancio Lima,BR,93.27,scattered clouds,-7.6142,-72.8958,Motel Asas Do Desejo
566,Toktogul,KG,31.37,overcast clouds,41.8708,72.9402,KAGAN
567,Taber,CA,0.28,light snow,49.8167,-112.1518,Taber Motel
568,Katsuura,JP,28.51,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
569,Oliveira Dos Brejinhos,BR,74.08,broken clouds,-12.3169,-42.8961,Hotel Paraiso
570,Angoche,MZ,78.13,light rain,-16.2325,39.9086,Guest House HESADA
571,Semporna,MY,73.6,scattered clouds,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
573,Hinton,CA,5.2,overcast clouds,53.4001,-117.5857,Econo Lodge & Suites
574,Chimoio,MZ,67.32,light rain,-19.1164,33.4833,Predio Livraria Ahmed
575,Roebourne,AU,84.58,broken clouds,-20.7833,117.1333,Latitude20 Roebourne Village
576,Camara De Lobos,PT,64.0,scattered clouds,32.6333,-16.9667,Golden Residence Hotel
577,Penzance,GB,48.88,overcast clouds,50.1186,-5.5371,Artist Residence Penzance
578,Mizan Teferi,ET,64.89,scattered clouds,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
579,Ellisras,ZA,75.49,light rain,-23.6649,27.7443,Lapa le le guesthouse
580,Talavera,PH,68.45,overcast clouds,15.6167,120.9333,R&G's Resort
581,Tuatapere,NZ,54.82,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
582,Ramgarh,IN,60.85,clear sky,23.6333,85.5167,HOTEL TREAT RESIDENCY
585,Buriti Dos Lopes,BR,83.95,scattered clouds,-3.175,-41.8669,Pousada Alves
586,Constitucion,CL,66.85,few clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
587,Camabatela,AO,62.87,light rain,-8.1881,15.375,Pensão E Restaurantes
588,Guaira,BR,73.83,overcast clouds,-20.3183,-48.3106,Hotel do Lago
589,Billings,US,12.36,light snow,45.7833,-108.5007,Best Western Plus Clocktower Inn
590,Misratah,LY,60.66,few clouds,32.3754,15.0925,Almasa Hotel
592,Kannauj,IN,57.29,overcast clouds,27.0546,79.922,Hotel M L Palace
593,Nuevo Progreso,MX,84.6,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
594,Metro,ID,75.7,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
595,Manga,BF,76.6,broken clouds,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
597,Scarborough,GB,42.08,overcast clouds,54.2797,-0.4044,The Grand Hotel Scarborough
598,Kamaishi,JP,32.83,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
599,Ruteng,ID,62.2,overcast clouds,-8.6136,120.4721,Hotel FX 72
600,Svetlogorsk,BY,32.29,light snow,52.6333,29.7333,Hotel Svetlogorsk JBIK
601,Hovd,MN,2.05,scattered clouds,48.0056,91.6419,Hotel Khovd
602,Mount Isa,AU,76.77,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
603,Lamu,KE,80.82,few clouds,-2.2717,40.902,Lamu House
605,Lucea,JM,83.86,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
607,Port Lincoln,AU,61.48,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
608,Kristiansund,NO,27.25,clear sky,63.1115,7.732,Thon Hotels Storgata
609,Tahta,EG,57.99,scattered clouds,26.7693,31.5021,shady waheed
610,Nanganga,TZ,74.03,light rain,-10.3833,39.15,Nanganga Station
612,Cap Malheureux,MU,75.69,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
614,Kamyshevatskaya,RU,46.33,scattered clouds,46.4132,37.9563,Gostevoy Dom Lotos-Lend
615,Laurinburg,US,61.5,clear sky,34.7741,-79.4628,"Holiday Inn Express & Suites Laurinburg, an IHG Hotel"
618,Qinhuangdao,CN,26.24,clear sky,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
619,Ambulu,ID,75.7,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
621,Port Augusta,AU,65.71,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
622,Sorong,ID,78.08,broken clouds,-0.8833,131.25,Waigo Splash Hotel
623,Likasi,CD,62.65,overcast clouds,-10.9814,26.7333,TABERNACLE DE LIKASI
625,Bolobo,CD,78.93,overcast clouds,-2.1667,16.2333,Hotel de Stephen
627,Mazagao,BR,82.45,overcast clouds,-0.115,-51.2894,Recanto dos Ferreiras
628,Natal,BR,83.05,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
629,Meadow Lake,US,59.77,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
631,Galesong,ID,77.02,overcast clouds,-5.3166,119.3661,Sapriadi Appy
632,Rio Grande,BR,75.31,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
633,Ixtapa,MX,76.23,clear sky,20.7,-105.2,Hotel Plaza Providencia
634,Jalu,LY,59.38,clear sky,29.0331,21.5482,صاحبة الفخامة
636,Hvittingfoss,NO,21.31,broken clouds,59.4833,10.0167,Svarstad Vintercamping
637,Sotnikovo,RU,0.03,smoke,51.8845,107.4791,Malinki
638,Berlevag,NO,28.35,scattered clouds,70.8578,29.0864,Kvitbrakka
642,Guilin,CN,44.71,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
644,Laguna,US,61.21,mist,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
645,Kabanjahe,ID,61.27,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
646,Altamira,BR,84.29,broken clouds,-3.2033,-52.2064,Requinte Hotel
647,Fukue,JP,51.4,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
649,Sirjan,IR,33.33,clear sky,29.452,55.6814,MAPNA Building
650,Pitrufquen,CL,73.42,clear sky,-38.9833,-72.65,El Amable Refugio
651,Coari,BR,76.53,overcast clouds,-4.085,-63.1414,HOTEL ALEX FLAT
653,Nur,PL,30.78,overcast clouds,52.6683,22.3221,W Łęgu Natury Noclegi Pensjonat
654,North Bend,US,58.91,broken clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
655,Chicama,PE,68.54,few clouds,-7.8447,-79.1469,Balihai Bungalows
656,Mattru,SL,78.4,clear sky,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
657,Khvoynaya,RU,17.87,overcast clouds,58.9,34.5333,Al'batros
658,Skibbereen,IE,37.2,broken clouds,51.55,-9.2667,The West Cork Hotel
659,Barcelos,PT,50.29,broken clouds,41.5388,-8.6151,Hotel Do Terço
661,Urucara,BR,78.01,broken clouds,-2.5364,-57.76,Pousada Maria Bonita
662,Mankachar,IN,61.72,clear sky,25.5333,89.8667,Shuhan Sahil Hussain
663,Riyadh,SA,48.34,broken clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
664,Nauen,DE,34.45,clear sky,52.607,12.8737,Hotel Lavendelhof
666,Marsh Harbour,BS,76.14,clear sky,26.5412,-77.0636,Abaco Beach Resort
667,Rawson,AR,73.35,clear sky,-43.3002,-65.1023,Hosteria Sampedro
668,Varhaug,NO,38.89,light snow,58.6147,5.6457,Jonas Bue
669,Beloslav,BG,51.85,clear sky,43.1833,27.7,Guest Room Gebedje
670,Pimentel,PE,77.29,clear sky,-6.8367,-79.9342,Casona Del Muelle
671,Mabaruma,GY,76.98,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
673,Qaqortoq,GL,15.78,few clouds,60.7167,-46.0333,Siniffik Inn
675,Tupilati,RO,38.16,overcast clouds,47.0667,26.6333,La Boierul La Pensiune
677,Kagoro,NG,73.13,scattered clouds,9.6,8.3833,Palm Garden Hotel
679,Kautokeino,NO,8.15,few clouds,69.0125,23.0412,Thon Hotel Kautokeino
680,Manokwari,ID,77.92,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
681,Lensk,RU,16.05,light snow,60.7253,114.9278,ТинОрС
682,Plastun,RU,3.33,clear sky,44.7561,136.2939,Gostinitsa Rossiyanochka
683,Praia,CV,73.94,broken clouds,14.9215,-23.5087,LT Aparthotel
684,Santa Pola,ES,51.49,clear sky,38.1917,-0.5658,Alojamiento en Santa Pola
685,Soe,ID,66.47,overcast clouds,-9.8607,124.284,Dena Hotel
686,Usinsk,RU,2.48,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
687,Honningsvag,NO,13.53,broken clouds,70.9821,25.9704,Nordkapp Vandrerhjem
688,Butembo,CD,60.24,broken clouds,0.15,29.2833,Hotel Butembo
689,Spencer,US,2.88,clear sky,43.1414,-95.1444,Days Inn by Wyndham Hotel Spencer IA
690,Teguise,ES,62.82,scattered clouds,29.0605,-13.564,B&B La Casona de Nazaret
691,Dakar,SN,76.08,overcast clouds,14.6937,-17.4441,Redface Studios Meublés
692,Kuvandyk,RU,28.54,snow,51.4781,57.3552,Hotel Kamenka
693,Santa Maria,BR,83.03,clear sky,-29.6842,-53.8069,Hotel Morotin
694,Tavagnacco,IT,37.27,clear sky,46.1272,13.2132,Meditur Hotel Udine Nord
695,Nechi,CO,87.75,overcast clouds,8.0942,-74.7757,Ivan Villadiego guerra
696,Orange,US,81.86,clear sky,33.7,-117.7675,Meadows
697,Harper,LR,80.31,broken clouds,4.375,-7.7169,Screensaver
698,Flinders,AU,74.21,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
699,Mareeba,AU,79.52,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
